time,text,location,userid,screenname,retweetcount
2019-05-08 03:24:59,"b'@SushmaSwaraj Give up opportunistic attidude of being #Cabinet #Minister without contesting direct #Elections. You must face #PeoplesVote to have #Cabinet #Berth. For such type of opportunist #women like you, #Indian #society is lagging behind by other developed #Countries. @narendramodi #BJP https://t.co/E5GJLgaFIC'","Jorhat, India",772399273673711616,PANKAJS55740147,0
2019-05-07 15:51:27,"b""The attack on #BJP leader Dr @himantabiswa 's convoy is highly condemnable. \n\n@MamataOfficial r u so scared? Seriously shameful... U lost the game today itself. Mark my words.""","Sibsagar, India",467947246,nanglucky,5
2019-05-06 16:26:47,"b""Well done @iju_india @IndEditorsGuild and #Leh press club for outrightly resisting BJP's bribe attempt, upholding ethical journalism. #BJP thinks they can dictate everything. You have shown them their right place. @sangnoamar\n@RanjuDodum @tongamrina \nhttps://t.co/wObwFp5iuW""","Arunachal Pradesh, India",1596046292,PremTaba,0
2019-05-11 08:54:37,b'Q-What is Pin drop silence?\n\nAns-Enter #RajivBhawan &amp; ask-\nIf not #Modi then Who?\nThe response u get is\n#Pin_Drop_Silence',"Sibsagar, India",467947246,nanglucky,1
2019-05-06 14:03:23,b'#Modi found a new way to defy the #MCC #AkshayInterviewsModi #modiinterview #AkshayKumar\nMango interview it seems \xf0\x9f\x98\x85\nhttps://t.co/jRa6z85YNV',"Arunachal Pradesh, India",1596046292,PremTaba,0
2019-05-06 07:30:13,b'@free_thinker Is there any scam which #Modi govt has did?',"Arunachal Pradesh, India",63428035,TechieGuy_12,0
2019-05-02 09:22:00,b'Even we look forward to that day when #Israel takes active interest in the NE Mr @DrRonMalka sir.\n\nThis region had been neglected for long &amp; had been badly yearning for a change \nThanks to #Modi &amp; #SarbanandaSonowal govt for working to change things around\nhttps://t.co/X7mPImHuER',"Jorhat, India",2884847673,Abhijita_789,0
2019-05-11 07:06:00,"b""@BorahBedabrata @pran_en Definitely not. But in those riots RSS was also involved. Here is a report on the response of RSS head (1984) Nana Deshmukh. That's why I say that BJP is the greater evil. https://t.co/fSizsdiVne""","Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 06:58:15,"b""@BorahBedabrata @pran_en My question is - What has this event got to do with 2019 elections. Why can't BJP fight elections on their achievements in governance like AAP is doing in Delhi? Is it because they have nothing to show?""","Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 06:45:42,"b""@BorahBedabrata @pran_en Agree they are two sides of the same coin. But I think BJP has done more harm to India and it's social fabric than any other party.""","Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 06:43:51,"b""@BorahBedabrata @pran_en It's 744 and not 788. I was being generous. Here are the details. He paid 745 for a trip in Orissa. Similarly he paid 859 for a trip from Chandigarh to Shimla.\n\nhttps://t.co/5zdt2Sj0nB""","Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 06:39:07,b'@BorahBedabrata @pran_en If you criticize Congress in comparison to AAP then I will be all for it. For me BJP is the worst.',"Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 06:31:12,"b'@republic Even if he\'s a ""kaale Angrez"", he\'s like Lord Bentinck, not a Gen.Dyer like u, scoundrel. It appears that by joining Cong u hv got d licence to use ur inherent abhorrent abusing quality so long kept suppressed under BJP leadership. What u r worth for? U r not worth 4 Modi\'s toes.'","Tinsukia, Assam, India",197856358,nkbhattacharjee,0
2019-05-11 06:29:30,"b""@BorahBedabrata @pran_en So now he has backtracked from legally to morally and ethically. Is the use of Air Force helicopters for Modi's electioneering ethically and morally correct? How much the BJP pays for each trip, a paltry Rs. 788.""","Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 05:54:52,"b""@BorahBedabrata @pran_en In the heat of the moment one can win and that's what happened. But once things came out, they we're decimated. BJP grew with every riot. There is a whole research on how BJP has benefited from riots. That's why they have tried to instigate riots in Bengal since last few years.""","Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 05:34:29,b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 \nThat cow has more brains then this BJP\nLeader \xf0\x9f\x91\x87 https://t.co/avaYdxNcPC https://t.co/fqZ19eKy3T',itanagar,322764360,sunnybori23,0
2019-05-11 04:18:04,b'@BorahBedabrata @pran_en Yes we have a long list from both parties. But Congress was punished for their roles in riots. They were thrown out of UP and Bihar. But BJP was rewarded in Gujarat. Modi became the PM of India.',"Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 04:15:23,"b'@BorahBedabrata @pran_en INS Virat did happen, but only Rajiv Gandhi, Sonia and Rahul were there. No foreigners were there. In case of INS Sumitra Akshay and family were foreigners. If BJP brought out the issues of foreigners then we should have equal yardstick for all foreigners.'","Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 04:00:29,b'@BorahBedabrata @pran_en The fact is that both these parties are tainted with more blood on BJP. We have to find an alternative for India as well as Assam.',"Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 03:58:58,"b'@BorahBedabrata @pran_en BJP brings out the story of foreigners on INS Virat, which actually did not happen as clarified by Admiral Ramdas. But here we have Modi inviting a foreigner and his whole family on INS Sumitra in Vishakapatnam. https://t.co/b5VFuyI7ft'","Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 03:56:06,"b'@BorahBedabrata @pran_en BJP indulges in the same duplicity. If Congress were responsible for SiKh riots (which I saw with my own eyes as I was in Indore in 1984), BJP responsible for Gujarat, Mujaffarnagar and many more.'","Jorhat, Assam",895046636,rahman_afreen,0
2019-05-11 03:06:37,"b'@mkatju It seems no strong opposition leader, so willingly or unwillingly people vote for bjp so Modi will come.(prediction) though most people don\xe2\x80\x99t like him. Congress right now facing leadership crisis.'","itanagar, arunachal pradesh",249069501,GOJENMIGI,0
2019-05-11 01:36:29,"b'@sampitroda Shameless,  you have just no guilt about the 84 riot and when your hypocrisy is exposed,  you blame BJP Or PM Modi'","Tinsukia, India ",102018208,sumantasharma,0
2019-05-10 16:52:26,"b""@republic M/S Kejriwal &amp; Co's dirty tricks to create a sympathy wave in fav of their candidate against a gentleman cricketer n BJP candidate Gautam Gambhir will never succeed. Kejriwal is a well-known hypocrite n political anarchist. D voters of Delhi will respond thru EVM only.""","Tinsukia, Assam, India",197856358,nkbhattacharjee,0
2019-05-10 16:02:48,b'@manakgupta @AmitShah WB me is bar BJP bahat achha pradarshan karega not less than 15',"Dibrugarh, India",859091613867552768,Mrityun38276737,0
2019-05-10 14:14:44,b'@IrfanPathan @GautamGambhir Do you know what happened to him?? He is just behaving like an idiot dumbass after joining BJP. He was not like that before. He is now talking just rubbish things.',"Sibsagar, Assam, India",1115518399126351872,i_am_syed_s,0
2019-05-10 14:09:12,"b""@TimesNow In my opinion it takes at least 6/7 months to construct one's own home.  Naturally,  5 years it is too short period to know and maintain all sides of domestic and international matters.  So, BJP should be given one more chance and voted for power to serve the country""","Tinsukia, India",1011506077391704064,tarunkumarban10,0
2019-05-10 03:38:00,"b'@msisodia @GautamGambhir Chal be naxali Sisodia , Aatishi wanted people to vote for goons in UP to defeat BJP , we all know and understand the mindset #AayegaTohModiHi'","Tinsukia,Assam",592982415,ajitabh_baruah,1
2019-05-10 03:35:58,b'@Shubhrastha @ShekharGupta @BDUTT @AtishiAAP Aatishi wanted similar goons to win in UP just to defeat BJP \xe2\x98\xba\xef\xb8\x8f #justsaying',"Tinsukia,Assam",592982415,ajitabh_baruah,4
2019-05-10 03:29:43,"b""If you have the strength, do read this pamphlet, which in all likelyhood will benefit BJP's candidate GautamGambhir, is getting distributed in East Delhi societies.. @Sonal_MK @ravishndtv https://t.co/qsqlcGWB8Q""","Tinsukia, India",994941693983055877,kalantri_rishu,0
2019-05-10 02:39:52,b'@sagarikaghose That doesnt mean you will insult other Hindu Gods... How mean you guys are.. Itne niche jaa skte ho just to attack BJP..',"Jorhat, India",854822965736861696,simplironit,0
2019-05-09 23:37:03,b'@GauravPandhi \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 bichara salary holder bjp IT cell very active for angutachap Master...',Naharlagun,1045449443368214528,JobangTaba,0
